# Calibrated: YES (CRC: 0xF1BE66C2)
# Band Floors (dBm): 300:-82.5, 315:-91.5, 434:-91.5, 446:-91.5, 815:-91.5, 868:-91.5, 915:-91.5
timestamp,lat,lon,hdop,fix_type,em_fog,rssi_300,rssi_315,rssi_434,rssi_446,rssi_815,rssi_868,rssi_915
0.00,56.3397262,-2.7953775,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-92.0,-91.5
0.10,56.3397262,-2.7953775,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-92.0,-91.5
0.20,56.3397262,-2.7953775,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-92.0,-91.5
0.30,56.3397262,-2.7953775,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-92.0,-91.5
0.40,56.3397265,-2.7953778,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
0.50,56.3397267,-2.7953782,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
0.60,56.3397272,-2.7953787,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
0.70,56.3397278,-2.7953792,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
0.80,56.3397278,-2.7953792,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
0.90,56.3397282,-2.7953797,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
1.00,56.3397285,-2.7953798,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
1.10,56.3397292,-2.7953803,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
1.20,56.3397298,-2.7953807,4.6,3,13.8,-75.5,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
1.30,56.3397298,-2.7953807,4.6,3,14.5,-73.0,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
1.40,56.3397302,-2.7953810,4.6,3,14.5,-73.0,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
1.50,56.3397305,-2.7953812,4.6,3,14.5,-73.0,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
1.60,56.3397310,-2.7953815,4.6,3,14.5,-73.0,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
1.70,56.3397315,-2.7953815,4.6,3,14.5,-73.0,-79.0,-81.0,-78.5,-91.5,-91.5,-91.5
1.80,56.3397320,-2.7953818,4.6,3,14.9,-73.0,-78.0,-81.0,-78.5,-91.5,-91.5,-91.5
1.90,56.3397322,-2.7953818,4.6,3,14.9,-73.0,-78.0,-81.0,-78.5,-91.5,-91.5,-91.5
2.00,56.3397323,-2.7953822,4.6,3,14.9,-73.0,-78.0,-81.0,-78.5,-91.5,-91.5,-91.5
2.10,56.3397327,-2.7953823,4.6,3,14.9,-73.0,-78.0,-81.0,-78.5,-91.5,-91.5,-91.5
2.20,56.3397332,-2.7953823,4.6,3,16.3,-73.0,-78.0,-76.5,-78.5,-91.5,-91.5,-91.5
2.30,56.3397328,-2.7953823,4.6,3,16.3,-73.0,-78.0,-76.5,-78.5,-91.5,-91.5,-91.5
2.40,56.3397332,-2.7953825,4.6,3,16.3,-73.0,-78.0,-76.5,-78.5,-91.5,-91.5,-91.5
2.50,56.3397335,-2.7953825,4.6,3,16.3,-73.0,-78.0,-76.5,-78.5,-91.5,-91.5,-91.5
2.60,56.3397337,-2.7953827,4.6,3,16.3,-73.0,-78.0,-76.5,-78.5,-91.5,-91.5,-91.5
2.70,56.3397338,-2.7953828,4.6,3,16.3,-73.0,-78.0,-76.5,-78.5,-91.5,-91.5,-91.5
2.80,56.3397338,-2.7953827,4.6,3,16.3,-73.0,-78.0,-76.5,-78.5,-91.5,-91.5,-91.5
2.90,56.3397332,-2.7953823,4.6,3,16.3,-73.0,-78.0,-76.5,-78.5,-91.5,-91.5,-91.5
