# Calibrated: YES (CRC: 0xF1BE66C2)
# Band Floors (dBm): 300:-82.5, 315:-91.5, 434:-91.5, 446:-91.5, 815:-91.5, 868:-91.5, 915:-91.5
timestamp,lat,lon,hdop,fix_type,em_fog,rssi_300,rssi_315,rssi_434,rssi_446,rssi_815,rssi_868,rssi_915
0.00,56.3394928,-2.7894708,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-92.0,-91.5
0.10,56.3394927,-2.7894710,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-92.0,-91.5
0.20,56.3394927,-2.7894710,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-92.0,-91.5
0.30,56.3394927,-2.7894713,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-92.0,-91.5
0.40,56.3394927,-2.7894713,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-92.0,-91.5
0.50,56.3394923,-2.7894717,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-92.0,-91.5
0.60,56.3394927,-2.7894718,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-92.0,-91.5
0.70,56.3394925,-2.7894718,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-92.0,-91.5
0.80,56.3394922,-2.7894717,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-92.0,-91.5
0.90,56.3394923,-2.7894717,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-92.0,-91.5
1.00,56.3394922,-2.7894717,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-91.5,-91.5
1.10,56.3394922,-2.7894717,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-91.5,-91.5
1.20,56.3394922,-2.7894717,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-91.5,-91.5
1.30,56.3394925,-2.7894717,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-91.5,-91.5
1.40,56.3394925,-2.7894717,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-91.5,-91.5
1.50,56.3394923,-2.7894717,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-91.5,-92.0
1.60,56.3394923,-2.7894718,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-91.5,-92.0
1.70,56.3394923,-2.7894718,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-91.5,-92.0
1.80,56.3394925,-2.7894722,3.2,3,16.6,-74.0,-73.0,-78.5,-80.5,-91.5,-91.5,-92.0
1.90,56.3394927,-2.7894722,3.2,3,16.0,-77.0,-73.0,-78.5,-80.5,-91.5,-91.5,-92.0
2.00,56.3394923,-2.7894718,3.2,3,16.0,-77.0,-73.0,-78.5,-80.5,-91.5,-91.5,-92.0
2.10,56.3394923,-2.7894718,3.2,3,16.0,-77.0,-73.0,-78.5,-80.5,-91.5,-91.5,-92.0
2.20,56.3394923,-2.7894720,3.2,3,16.0,-77.0,-73.0,-78.5,-80.5,-91.5,-91.5,-92.0
2.30,56.3394918,-2.7894718,3.2,3,16.0,-77.0,-73.0,-78.5,-80.5,-91.5,-91.5,-92.0
2.40,56.3394918,-2.7894718,3.2,3,13.9,-77.0,-78.0,-78.5,-80.5,-91.5,-91.5,-92.0
2.50,56.3394917,-2.7894713,3.2,3,13.9,-77.0,-78.0,-78.5,-80.5,-91.5,-91.5,-92.0
2.60,56.3394915,-2.7894715,3.2,3,13.9,-77.0,-78.0,-78.5,-80.5,-91.5,-91.5,-92.0
2.70,56.3394913,-2.7894713,3.2,3,13.9,-77.0,-78.0,-78.5,-80.5,-91.5,-91.5,-92.0
2.80,56.3394913,-2.7894715,3.2,3,14.3,-77.0,-78.0,-77.5,-80.5,-91.5,-91.5,-92.0
2.90,56.3394913,-2.7894715,3.2,3,14.3,-77.0,-78.0,-77.5,-80.5,-91.5,-91.5,-92.0
3.00,56.3394918,-2.7894720,3.2,3,14.3,-77.0,-78.0,-77.5,-80.5,-91.5,-91.5,-92.0
3.10,56.3394918,-2.7894720,3.2,3,14.3,-77.0,-78.0,-77.5,-80.5,-91.5,-91.5,-92.0
3.20,56.3394915,-2.7894720,3.2,3,14.3,-77.0,-78.0,-77.5,-80.5,-91.5,-91.5,-92.0
3.30,56.3394915,-2.7894720,3.2,3,15.1,-77.0,-78.0,-77.5,-78.0,-91.5,-91.5,-92.0
