# Calibrated: NO
timestamp,lat,lon,hdop,fix_type,em_fog,rssi_815,rssi_868,rssi_915
3.30,56.3396803,-2.7891977,2.5,3,8.4,-93.5,-94.5,-94.5
3.40,56.3396803,-2.7891983,2.5,3,8.4,-93.5,-94.5,-94.5
3.50,56.3396803,-2.7892015,2.5,3,9.1,-93.5,-94.5,-93.0
3.60,56.3396805,-2.7892023,2.5,3,9.1,-93.5,-94.5,-93.0
3.70,56.3396808,-2.7892028,2.5,3,9.1,-93.5,-94.5,-93.0
3.80,56.3396815,-2.7892023,2.5,3,10.4,-91.0,-94.5,-93.0
3.90,56.3396815,-2.7892035,2.5,3,10.4,-91.0,-94.5,-93.0
4.00,56.3396813,-2.7892037,2.5,3,10.4,-91.0,-94.5,-93.0
4.10,56.3396813,-2.7892028,2.5,3,11.7,-91.0,-91.5,-93.0
4.20,56.3396817,-2.7892020,2.5,3,11.7,-91.0,-91.5,-93.0
4.30,56.3396822,-2.7892012,2.5,3,11.7,-91.0,-91.5,-93.0
4.40,56.3396828,-2.7891998,2.5,3,11.7,-91.0,-91.5,-93.0
4.50,56.3396830,-2.7891993,2.5,3,11.7,-91.0,-91.5,-93.0
4.60,56.3396828,-2.7891997,2.5,3,11.7,-91.0,-91.5,-93.0
4.70,56.3396828,-2.7891990,2.5,3,11.7,-91.0,-91.5,-93.0
4.80,56.3396835,-2.7891998,2.5,3,11.2,-92.0,-91.5,-93.0
4.90,56.3396843,-2.7891995,2.5,3,11.2,-92.0,-91.5,-93.0
5.00,56.3396852,-2.7891990,2.5,3,11.2,-92.0,-91.5,-93.0
5.10,56.3396862,-2.7891978,2.5,3,10.5,-92.0,-93.0,-93.0
5.20,56.3396875,-2.7891958,2.5,3,10.5,-92.0,-93.0,-93.0
5.30,56.3396905,-2.7891918,2.5,3,10.5,-92.0,-93.0,-93.0
5.40,56.3396917,-2.7891893,2.5,3,11.2,-92.0,-93.0,-91.5
5.50,56.3396935,-2.7891885,2.5,3,11.2,-92.0,-93.0,-91.5
5.60,56.3396943,-2.7891892,2.5,3,11.2,-92.0,-93.0,-91.5
5.70,56.3396962,-2.7891858,2.5,3,11.2,-92.0,-93.0,-91.5
5.80,56.3396972,-2.7891852,2.5,3,11.5,-91.5,-93.0,-91.5
5.90,56.3396983,-2.7891827,2.5,3,11.5,-91.5,-93.0,-91.5
6.00,56.3396997,-2.7891807,2.5,3,11.5,-91.5,-93.0,-91.5
6.10,56.3397010,-2.7891788,2.5,3,12.1,-91.5,-91.5,-91.5
6.20,56.3397018,-2.7891783,2.5,3,12.1,-91.5,-91.5,-91.5
6.30,56.3397025,-2.7891790,2.5,3,12.1,-91.5,-91.5,-91.5
6.40,56.3397038,-2.7891777,2.5,3,11.7,-91.5,-91.5,-92.5
6.50,56.3397047,-2.7891778,2.5,3,11.7,-91.5,-91.5,-92.5
6.60,56.3397062,-2.7891772,2.5,3,11.7,-91.5,-91.5,-92.5
6.70,56.3397072,-2.7891768,2.5,3,10.6,-94.0,-91.5,-92.5
6.80,56.3397083,-2.7891752,2.5,3,10.6,-94.0,-91.5,-92.5
6.90,56.3397093,-2.7891755,2.5,3,10.6,-94.0,-91.5,-92.5
7.00,56.3397110,-2.7891743,2.5,3,10.6,-94.0,-91.5,-92.5
7.10,56.3397128,-2.7891723,2.5,3,10.6,-94.0,-91.5,-92.5
7.20,56.3397140,-2.7891712,2.5,3,10.6,-94.0,-91.5,-92.5
7.30,56.3397145,-2.7891703,2.5,3,11.1,-94.0,-91.5,-91.5
7.40,56.3397153,-2.7891705,2.5,3,11.1,-94.0,-91.5,-91.5
7.50,56.3397160,-2.7891698,2.5,3,11.1,-94.0,-91.5,-91.5
7.60,56.3397175,-2.7891675,2.5,3,11.1,-94.0,-91.5,-91.5
7.70,56.3397185,-2.7891662,2.5,3,11.7,-92.5,-91.5,-91.5
7.80,56.3397202,-2.7891643,2.5,3,11.7,-92.5,-91.5,-91.5
7.90,56.3397218,-2.7891620,2.5,3,11.7,-92.5,-91.5,-91.5
8.00,56.3397230,-2.7891602,2.5,3,11.4,-92.5,-92.0,-91.5
8.10,56.3397237,-2.7891585,2.5,3,11.4,-92.5,-92.0,-91.5
8.20,56.3397242,-2.7891577,2.5,3,11.4,-92.5,-92.0,-91.5
8.30,56.3397243,-2.7891572,2.5,3,11.2,-92.5,-92.0,-92.0
8.40,56.3397255,-2.7891552,2.5,3,11.2,-92.5,-92.0,-92.0
8.50,56.3397262,-2.7891537,2.5,3,11.2,-92.5,-92.0,-92.0
8.60,56.3397280,-2.7891537,2.5,3,11.4,-92.0,-92.0,-92.0
8.70,56.3397290,-2.7891535,2.5,3,11.4,-92.0,-92.0,-92.0
8.80,56.3397302,-2.7891525,2.5,3,11.4,-92.0,-92.0,-92.0
8.90,56.3397312,-2.7891513,2.5,3,11.4,-92.0,-92.0,-92.0
9.00,56.3397323,-2.7891507,2.5,3,9.5,-92.0,-98.0,-92.0
9.10,56.3397327,-2.7891497,2.5,3,9.5,-92.0,-98.0,-92.0
9.20,56.3397337,-2.7891490,2.5,3,9.5,-92.0,-98.0,-92.0
9.30,56.3397348,-2.7891473,2.5,3,9.5,-92.0,-98.0,-92.0
9.40,56.3397360,-2.7891465,2.5,3,9.5,-92.0,-98.0,-92.0
9.50,56.3397362,-2.7891465,2.5,3,9.5,-92.0,-98.0,-92.0
9.60,56.3397372,-2.7891445,2.5,3,9.8,-91.5,-98.0,-92.0
9.70,56.3397378,-2.7891440,2.5,3,9.8,-91.5,-98.0,-92.0
9.80,56.3397388,-2.7891428,2.5,3,9.8,-91.5,-98.0,-92.0
9.90,56.3397398,-2.7891427,2.5,3,9.6,-91.5,-101.5,-92.0
10.00,56.3397405,-2.7891418,2.5,3,9.6,-91.5,-101.5,-92.0
10.10,56.3397408,-2.7891418,2.5,3,9.6,-91.5,-101.5,-92.0
10.20,56.3397422,-2.7891403,2.5,3,9.9,-91.5,-101.5,-91.5
10.30,56.3397425,-2.7891392,2.5,3,9.9,-91.5,-101.5,-91.5
10.40,56.3397432,-2.7891378,2.5,3,9.9,-91.5,-101.5,-91.5
10.50,56.3397438,-2.7891365,2.5,3,9.9,-91.5,-101.5,-91.5
10.60,56.3397447,-2.7891358,2.5,3,9.6,-92.0,-101.5,-91.5
10.70,56.3397453,-2.7891355,2.5,3,9.6,-92.0,-101.5,-91.5
