# Calibrated: NO
timestamp,lat,lon,hdop,fix_type,em_fog,rssi_815,rssi_868,rssi_915
10.80,56.3397458,-2.7891360,2.5,3,9.6,-92.0,-101.5,-91.5
10.90,56.3397462,-2.7891353,2.5,3,11.7,-92.0,-92.0,-91.5
11.00,56.3397465,-2.7891337,2.5,3,11.7,-92.0,-92.0,-91.5
11.10,56.3397470,-2.7891317,2.5,3,11.7,-92.0,-92.0,-91.5
11.20,56.3397478,-2.7891292,2.5,3,9.3,-92.0,-92.0,-101.0
11.30,56.3397487,-2.7891263,2.5,3,9.3,-92.0,-92.0,-101.0
11.40,56.3397490,-2.7891250,2.5,3,9.3,-92.0,-92.0,-101.0
11.50,56.3397498,-2.7891230,2.5,3,8.8,-93.0,-92.0,-101.0
11.60,56.3397500,-2.7891215,2.5,3,8.8,-93.0,-92.0,-101.0
11.70,56.3397502,-2.7891215,2.5,3,8.8,-93.0,-92.0,-101.0
11.80,56.3397502,-2.7891212,2.5,3,9.1,-93.0,-91.5,-101.0
11.90,56.3397502,-2.7891223,2.5,3,9.1,-93.0,-91.5,-101.0
12.00,56.3397502,-2.7891235,2.5,3,9.1,-93.0,-91.5,-101.0
12.10,56.3397502,-2.7891235,2.5,3,11.5,-93.0,-91.5,-91.5
12.20,56.3397502,-2.7891248,2.5,3,11.5,-93.0,-91.5,-91.5
12.30,56.3397512,-2.7891255,2.5,3,11.5,-93.0,-91.5,-91.5
12.40,56.3397357,-2.7891477,1.2,3,11.5,-93.0,-91.5,-91.5
12.50,56.3397287,-2.7891573,1.2,3,11.9,-92.0,-91.5,-91.5
12.60,56.3397278,-2.7891578,2.5,3,11.9,-92.0,-91.5,-91.5
12.70,56.3397282,-2.7891577,2.5,3,11.9,-92.0,-91.5,-91.5
12.80,56.3397285,-2.7891592,2.5,3,11.9,-92.0,-91.5,-91.5
12.90,56.3397288,-2.7891598,2.5,3,11.9,-92.0,-91.5,-91.5
13.00,56.3397293,-2.7891610,2.5,3,11.9,-92.0,-91.5,-91.5
13.10,56.3397295,-2.7891605,2.5,3,11.7,-92.0,-91.5,-92.0
13.20,56.3397297,-2.7891585,2.5,3,11.7,-92.0,-91.5,-92.0
13.30,56.3397300,-2.7891583,2.5,3,11.7,-92.0,-91.5,-92.0
13.40,56.3397305,-2.7891578,1.2,3,11.9,-91.5,-91.5,-92.0
13.50,56.3397307,-2.7891572,1.2,3,11.9,-91.5,-91.5,-92.0
13.60,56.3397310,-2.7891563,1.2,3,11.9,-91.5,-91.5,-92.0
13.70,56.3397312,-2.7891578,1.2,3,11.2,-91.5,-93.0,-92.0
13.80,56.3397315,-2.7891587,1.2,3,11.2,-91.5,-93.0,-92.0
13.90,56.3397322,-2.7891573,1.2,3,11.2,-91.5,-93.0,-92.0
14.00,56.3397325,-2.7891583,1.2,3,11.5,-91.5,-93.0,-91.5
14.10,56.3397328,-2.7891583,1.2,3,11.5,-91.5,-93.0,-91.5
14.20,56.3397330,-2.7891582,1.2,3,11.5,-91.5,-93.0,-91.5
14.30,56.3397333,-2.7891588,1.2,3,11.5,-91.5,-93.0,-91.5
14.40,56.3397335,-2.7891592,1.2,3,11.5,-91.5,-93.0,-91.5
14.50,56.3397333,-2.7891597,1.2,3,11.5,-91.5,-93.0,-91.5
14.60,56.3397332,-2.7891593,1.2,3,11.5,-91.5,-93.0,-91.5
14.70,56.3397332,-2.7891592,1.2,3,11.5,-91.5,-93.0,-91.5
14.80,56.3397330,-2.7891595,1.2,3,11.5,-91.5,-93.0,-91.5
14.90,56.3397328,-2.7891597,1.2,3,11.5,-91.5,-93.0,-91.5
