# Calibrated: YES (CRC: 0xF1BE66C2)
# Band Floors (dBm): 300:-82.5, 315:-91.5, 434:-91.5, 446:-91.5, 815:-91.5, 868:-91.5, 915:-91.5
timestamp,lat,lon,hdop,fix_type,em_fog,rssi_300,rssi_315,rssi_434,rssi_446,rssi_815,rssi_868,rssi_915
0.00,,,,,14.0,-75.0,-79.0,-74.5,-100.0,-100.0,-100.0,-100.0
0.10,,,,,14.0,-75.0,-79.0,-74.5,-100.0,-100.0,-100.0,-100.0
0.20,,,,,14.0,-75.0,-79.0,-74.5,-100.0,-100.0,-100.0,-100.0
0.30,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-100.0,-100.0,-100.0
0.40,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-100.0,-100.0,-100.0
0.50,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-100.0,-100.0,-100.0
0.60,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-100.0,-100.0,-100.0
0.70,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-100.0,-100.0,-100.0
0.80,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-100.0,-100.0
0.90,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-100.0,-100.0
1.00,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-100.0,-100.0
1.10,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-100.0,-100.0
1.20,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-100.0,-100.0
1.30,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-92.0,-100.0
1.40,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-92.0,-100.0
1.50,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-92.0,-100.0
1.60,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-92.0,-100.0
1.70,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-92.0,-100.0
1.80,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-92.0,-92.0
1.90,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-92.0,-92.0
2.00,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-92.0,-92.0
2.10,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-92.0,-92.0
2.20,,,,,16.8,-75.0,-79.0,-74.5,-76.5,-91.5,-92.0,-92.0
2.30,,,,,17.3,-73.0,-79.0,-74.5,-76.5,-91.5,-92.0,-92.0
2.40,,,,,17.3,-73.0,-79.0,-74.5,-76.5,-91.5,-92.0,-92.0
2.50,,,,,17.3,-73.0,-79.0,-74.5,-76.5,-91.5,-92.0,-92.0
2.60,,,,,17.3,-73.0,-79.0,-74.5,-76.5,-91.5,-92.0,-92.0
2.70,,,,,17.6,-73.0,-78.0,-74.5,-76.5,-91.5,-92.0,-92.0
2.80,,,,,17.6,-73.0,-78.0,-74.5,-76.5,-91.5,-92.0,-92.0
2.90,,,,,17.6,-73.0,-78.0,-74.5,-76.5,-91.5,-92.0,-92.0
3.00,,,,,17.6,-73.0,-78.0,-74.5,-76.5,-91.5,-92.0,-92.0
3.10,,,,,17.6,-73.0,-78.0,-74.5,-76.5,-91.5,-92.0,-92.0
3.20,,,,,16.6,-73.0,-78.0,-77.5,-76.5,-91.5,-92.0,-92.0
3.30,,,,,16.6,-73.0,-78.0,-77.5,-76.5,-91.5,-92.0,-92.0
3.40,,,,,16.6,-73.0,-78.0,-77.5,-76.5,-91.5,-92.0,-92.0
3.50,,,,,16.6,-73.0,-78.0,-77.5,-76.5,-91.5,-92.0,-92.0
3.60,,,,,16.6,-73.0,-78.0,-77.5,-76.5,-91.5,-92.0,-92.0
3.70,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-92.0,-92.0
3.80,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-92.0,-92.0
3.90,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-92.0,-92.0
4.00,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-92.0,-92.0
4.10,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-92.0,-92.0
4.20,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-92.0,-92.0
4.30,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-92.0,-92.0
4.40,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-92.0,-92.0
4.50,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-92.0,-92.0
4.60,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-91.5,-92.0
4.70,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-91.5,-92.0
4.80,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-91.5,-92.0
4.90,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-91.5,-92.0
5.00,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-91.5,-92.0
5.10,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-91.5,-91.5
5.20,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-91.5,-91.5
5.30,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-91.5,-91.5
5.40,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-91.5,-91.5
5.50,,,,,17.1,-73.0,-78.0,-77.5,-75.0,-91.5,-91.5,-91.5
5.60,,,,,16.3,-76.5,-78.0,-77.5,-75.0,-91.5,-91.5,-91.5
5.70,,,,,16.3,-76.5,-78.0,-77.5,-75.0,-91.5,-91.5,-91.5
5.80,,,,,16.3,-76.5,-78.0,-77.5,-75.0,-91.5,-91.5,-91.5
5.90,,,,,16.3,-76.5,-78.0,-77.5,-75.0,-91.5,-91.5,-91.5
6.00,,,,,16.3,-76.5,-78.0,-77.5,-75.0,-91.5,-91.5,-91.5
6.10,,,,,17.1,-76.5,-75.5,-77.5,-75.0,-91.5,-91.5,-91.5
6.20,,,,,17.1,-76.5,-75.5,-77.5,-75.0,-91.5,-91.5,-91.5
6.30,,,,,17.1,-76.5,-75.5,-77.5,-75.0,-91.5,-91.5,-91.5
6.40,,,,,17.1,-76.5,-75.5,-77.5,-75.0,-91.5,-91.5,-91.5
6.50,,,,,17.1,-76.5,-75.5,-77.5,-75.0,-91.5,-91.5,-91.5
6.60,,,,,17.3,-76.5,-75.5,-77.0,-75.0,-91.5,-91.5,-91.5
6.70,,,,,17.3,-76.5,-75.5,-77.0,-75.0,-91.5,-91.5,-91.5
6.80,,,,,17.3,-76.5,-75.5,-77.0,-75.0,-91.5,-91.5,-91.5
6.90,,,,,17.3,-76.5,-75.5,-77.0,-75.0,-91.5,-91.5,-91.5
7.00,,,,,16.1,-76.5,-75.5,-77.0,-78.5,-91.5,-91.5,-91.5
7.10,,,,,16.1,-76.5,-75.5,-77.0,-78.5,-91.5,-91.5,-91.5
7.20,,,,,16.1,-76.5,-75.5,-77.0,-78.5,-91.5,-91.5,-91.5
