# Calibrated: YES (CRC: 0xF1BE66C2)
# Band Floors (dBm): 300:-82.5, 315:-91.5, 434:-91.5, 446:-91.5, 815:-91.5, 868:-91.5, 915:-91.5
timestamp,lat,lon,hdop,fix_type,em_fog,rssi_300,rssi_315,rssi_434,rssi_446,rssi_815,rssi_868,rssi_915
0.00,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
0.10,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
0.20,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
0.30,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
0.40,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
0.50,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
0.60,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
0.70,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
0.80,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
0.90,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
1.00,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
1.10,,,,,13.8,-74.0,-79.0,-78.5,-82.5,-91.5,-92.0,-92.0
1.20,,,,,13.5,-74.0,-79.0,-79.5,-82.5,-91.5,-92.0,-92.0
1.30,,,,,13.5,-74.0,-79.0,-79.5,-82.5,-91.5,-92.0,-92.0
