# Calibrated: YES (CRC: 0xF1BE66C2)
# Band Floors (dBm): 300:-82.5, 315:-91.5, 434:-91.5, 446:-91.5, 815:-91.5, 868:-91.5, 915:-91.5
timestamp,lat,lon,hdop,fix_type,em_fog,rssi_300,rssi_315,rssi_434,rssi_446,rssi_815,rssi_868,rssi_915
0.00,56.3404607,-2.7947533,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
0.10,56.3404607,-2.7947533,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
0.20,56.3404607,-2.7947533,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
0.30,56.3404607,-2.7947533,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
0.40,56.3404607,-2.7947537,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
0.50,56.3404607,-2.7947538,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
0.60,56.3404607,-2.7947540,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
0.70,56.3404607,-2.7947543,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
0.80,56.3404608,-2.7947547,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
0.90,56.3404608,-2.7947548,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
1.00,56.3404608,-2.7947550,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
1.10,56.3404610,-2.7947553,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
1.20,56.3404610,-2.7947555,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
1.30,56.3404612,-2.7947558,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
1.40,56.3404612,-2.7947560,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
1.50,56.3404613,-2.7947565,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
1.60,56.3404613,-2.7947567,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
1.70,56.3404617,-2.7947568,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
1.80,56.3404617,-2.7947572,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
1.90,56.3404617,-2.7947575,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
2.00,56.3404618,-2.7947573,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-92.0
2.10,56.3404618,-2.7947575,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-91.5
2.20,56.3404618,-2.7947577,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-91.5
2.30,56.3404620,-2.7947580,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-91.5
2.40,56.3404622,-2.7947583,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-91.5
2.50,56.3404623,-2.7947585,2.7,3,16.2,-71.0,-78.5,-80.0,-77.0,-91.5,-91.5,-91.5
2.60,56.3404625,-2.7947588,2.7,3,15.2,-74.0,-78.5,-80.0,-77.0,-91.5,-91.5,-91.5
2.70,56.3404623,-2.7947590,2.7,3,15.2,-74.0,-78.5,-80.0,-77.0,-91.5,-91.5,-91.5
2.80,56.3404625,-2.7947592,2.7,3,15.2,-74.0,-78.5,-80.0,-77.0,-91.5,-91.5,-91.5
2.90,56.3404628,-2.7947597,2.7,3,15.2,-74.0,-78.5,-80.0,-77.0,-91.5,-91.5,-91.5
3.00,56.3404628,-2.7947598,2.7,3,15.0,-74.0,-79.0,-80.0,-77.0,-91.5,-91.5,-91.5
3.10,56.3404630,-2.7947600,2.7,3,15.0,-74.0,-79.0,-80.0,-77.0,-91.5,-91.5,-91.5
3.20,56.3404632,-2.7947603,2.7,3,15.0,-74.0,-79.0,-80.0,-77.0,-91.5,-91.5,-91.5
3.30,56.3404632,-2.7947605,2.7,3,15.0,-74.0,-79.0,-80.0,-77.0,-91.5,-91.5,-91.5
3.40,56.3404633,-2.7947608,2.7,3,15.0,-74.0,-79.0,-80.0,-77.0,-91.5,-91.5,-91.5
3.50,56.3404635,-2.7947613,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
3.60,56.3404638,-2.7947613,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
3.70,56.3404638,-2.7947613,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
3.80,56.3404642,-2.7947618,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
3.90,56.3404645,-2.7947620,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
4.00,56.3404643,-2.7947620,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
4.10,56.3404645,-2.7947623,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
4.20,56.3404648,-2.7947625,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
4.30,56.3404647,-2.7947627,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
4.40,56.3404648,-2.7947630,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
4.50,56.3404652,-2.7947633,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
4.60,56.3404653,-2.7947635,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
4.70,56.3404657,-2.7947635,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
4.80,56.3404658,-2.7947640,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
4.90,56.3404660,-2.7947640,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
5.00,56.3404663,-2.7947642,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
5.10,56.3404662,-2.7947642,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
5.20,56.3404665,-2.7947643,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
5.30,56.3404668,-2.7947643,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
5.40,56.3404670,-2.7947640,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
5.50,56.3404675,-2.7947645,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
5.60,56.3404675,-2.7947643,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
5.70,56.3404675,-2.7947645,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
5.80,56.3404678,-2.7947648,2.7,3,14.7,-74.0,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
5.90,56.3404678,-2.7947642,2.7,3,14.6,-74.5,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
6.00,56.3404680,-2.7947648,2.7,3,14.6,-74.5,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
6.10,56.3404682,-2.7947650,2.7,3,14.6,-74.5,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
6.20,56.3404682,-2.7947652,2.7,3,14.6,-74.5,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
6.30,56.3404685,-2.7947657,2.7,3,14.6,-74.5,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
6.40,56.3404682,-2.7947655,2.7,3,14.6,-74.5,-79.0,-81.0,-77.0,-91.5,-91.5,-91.5
