timestamp,lat,lon,alt,sats,fix,gsr_raw
2026-07-06T20:18:06Z,51.555809,-0.071621,-46.2,6,1,3623.4
2026-07-06T20:18:06Z,,,,,,3625.8
2026-07-06T20:18:07Z,,,,,,3618.5
2026-07-06T20:18:07Z,,,,,,3601.6
2026-07-06T20:18:07Z,,,,,,3591.8
2026-07-06T20:18:07Z,,,,,,3575.5
2026-07-06T20:18:07Z,,,,,,3552.3
2026-07-06T20:18:07Z,,,,,,3534.0
2026-07-06T20:18:07Z,,,,,,3521.2
2026-07-06T20:18:07Z,,,,,,3510.6
2026-07-06T20:18:07Z,51.555767,-0.071579,-40.2,6,1,3499.2
2026-07-06T20:18:07Z,,,,,,3486.0
2026-07-06T20:18:08Z,,,,,,3470.7
2026-07-06T20:18:08Z,,,,,,3454.5
2026-07-06T20:18:08Z,,,,,,3444.5
2026-07-06T20:18:08Z,,,,,,3442.8
2026-07-06T20:18:08Z,,,,,,3451.0
2026-07-06T20:18:08Z,,,,,,3467.3
2026-07-06T20:18:08Z,,,,,,3489.2
2026-07-06T20:18:08Z,,,,,,3518.4
2026-07-06T20:18:08Z,51.555798,-0.071560,-37.5,6,1,3556.4
2026-07-06T20:18:08Z,,,,,,3601.5
2026-07-06T20:18:09Z,,,,,,3638.8
2026-07-06T20:18:09Z,,,,,,3672.7
2026-07-06T20:18:09Z,,,,,,3696.8
2026-07-06T20:18:09Z,,,,,,3712.2
2026-07-06T20:18:09Z,,,,,,3726.2
2026-07-06T20:18:09Z,,,,,,3738.6
2026-07-06T20:18:09Z,,,,,,3745.4
2026-07-06T20:18:09Z,,,,,,3744.9
2026-07-06T20:18:09Z,51.555817,-0.071541,-35.1,6,1,3737.6
2026-07-06T20:18:09Z,,,,,,3727.3
2026-07-06T20:18:10Z,,,,,,3716.2
2026-07-06T20:18:10Z,,,,,,3702.6
2026-07-06T20:18:10Z,,,,,,3686.5
2026-07-06T20:18:10Z,,,,,,3667.8
2026-07-06T20:18:10Z,,,,,,3644.4
2026-07-06T20:18:10Z,,,,,,3620.7
2026-07-06T20:18:10Z,,,,,,3601.0
2026-07-06T20:18:10Z,,,,,,3581.8
2026-07-06T20:18:10Z,51.555843,-0.071527,-33.9,6,1,3561.6
2026-07-06T20:18:10Z,,,,,,3541.3
2026-07-06T20:18:11Z,,,,,,3521.5
2026-07-06T20:18:11Z,,,,,,3503.1
2026-07-06T20:18:11Z,,,,,,3487.0
2026-07-06T20:18:11Z,,,,,,3471.6
2026-07-06T20:18:11Z,,,,,,3456.5
2026-07-06T20:18:11Z,,,,,,3440.6
2026-07-06T20:18:11Z,,,,,,3426.3
2026-07-06T20:18:11Z,,,,,,3413.1
2026-07-06T20:18:11Z,51.555859,-0.071511,-30.9,6,1,3398.9
2026-07-06T20:18:11Z,,,,,,3386.2
2026-07-06T20:18:12Z,,,,,,3373.1
2026-07-06T20:18:12Z,,,,,,3357.8
2026-07-06T20:18:12Z,,,,,,3344.7
2026-07-06T20:18:12Z,,,,,,3336.2
2026-07-06T20:18:12Z,,,,,,3324.9
2026-07-06T20:18:12Z,,,,,,3309.8
2026-07-06T20:18:12Z,,,,,,3296.3
2026-07-06T20:18:12Z,,,,,,3284.1
2026-07-06T20:18:12Z,51.555878,-0.071515,-30.5,6,1,3273.4
2026-07-06T20:18:12Z,,,,,,3264.5
2026-07-06T20:18:13Z,,,,,,3256.5
2026-07-06T20:18:13Z,,,,,,3248.3
2026-07-06T20:18:13Z,,,,,,3237.7
2026-07-06T20:18:13Z,,,,,,3226.5
2026-07-06T20:18:13Z,,,,,,3218.8
2026-07-06T20:18:13Z,,,,,,3217.6
2026-07-06T20:18:13Z,,,,,,3220.9
2026-07-06T20:18:13Z,,,,,,3225.5
2026-07-06T20:18:13Z,51.555893,-0.071506,-29.4,6,1,3235.2
2026-07-06T20:18:13Z,,,,,,3251.6
2026-07-06T20:18:14Z,,,,,,3269.0
2026-07-06T20:18:14Z,,,,,,3286.1
2026-07-06T20:18:14Z,,,,,,3303.8
2026-07-06T20:18:14Z,,,,,,3318.4
2026-07-06T20:18:14Z,,,,,,3328.0
2026-07-06T20:18:14Z,,,,,,3336.1
2026-07-06T20:18:14Z,,,,,,3341.7
2026-07-06T20:18:14Z,,,,,,3344.8
2026-07-06T20:18:14Z,51.555908,-0.071511,-28.7,6,1,3347.2
2026-07-06T20:18:14Z,,,,,,3347.3
2026-07-06T20:18:15Z,,,,,,3344.5
2026-07-06T20:18:15Z,,,,,,3340.5
2026-07-06T20:18:15Z,,,,,,3334.3
2026-07-06T20:18:15Z,,,,,,3325.6
2026-07-06T20:18:15Z,,,,,,3316.2
2026-07-06T20:18:15Z,,,,,,3306.6
2026-07-06T20:18:15Z,,,,,,3297.5
2026-07-06T20:18:15Z,,,,,,3288.4
2026-07-06T20:18:15Z,51.555923,-0.071511,-26.3,6,1,3279.4
2026-07-06T20:18:15Z,,,,,,3270.4
2026-07-06T20:18:16Z,,,,,,3262.5
2026-07-06T20:18:16Z,,,,,,3254.8
2026-07-06T20:18:16Z,,,,,,3248.4
2026-07-06T20:18:16Z,,,,,,3244.1
2026-07-06T20:18:16Z,,,,,,3240.0
2026-07-06T20:18:16Z,,,,,,3236.4
2026-07-06T20:18:16Z,,,,,,3233.4
2026-07-06T20:18:16Z,,,,,,3233.3
2026-07-06T20:18:16Z,51.555931,-0.071513,-24.7,6,1,3237.5
2026-07-06T20:18:16Z,,,,,,3244.3
2026-07-06T20:18:17Z,,,,,,3249.1
2026-07-06T20:18:17Z,,,,,,3253.8
2026-07-06T20:18:17Z,,,,,,3258.0
2026-07-06T20:18:17Z,,,,,,3262.2
2026-07-06T20:18:17Z,,,,,,3268.6
2026-07-06T20:18:17Z,,,,,,3272.8
2026-07-06T20:18:17Z,,,,,,3275.5
2026-07-06T20:18:17Z,,,,,,3277.0
2026-07-06T20:18:17Z,51.555943,-0.071504,-22.3,6,1,3277.4
2026-07-06T20:18:17Z,,,,,,3277.6
2026-07-06T20:18:18Z,,,,,,3277.0
2026-07-06T20:18:18Z,,,,,,3276.9
2026-07-06T20:18:18Z,,,,,,3276.8
2026-07-06T20:18:18Z,,,,,,3277.5
2026-07-06T20:18:18Z,,,,,,3280.2
2026-07-06T20:18:18Z,,,,,,3285.3
2026-07-06T20:18:18Z,,,,,,3292.2
2026-07-06T20:18:18Z,,,,,,3299.9
2026-07-06T20:18:18Z,51.555954,-0.071496,-19.7,6,1,3309.4
2026-07-06T20:18:18Z,,,,,,3320.5
2026-07-06T20:18:19Z,,,,,,3331.3
2026-07-06T20:18:19Z,,,,,,3341.7
2026-07-06T20:18:19Z,,,,,,3351.4
2026-07-06T20:18:19Z,,,,,,3358.8
2026-07-06T20:18:19Z,,,,,,3363.3
2026-07-06T20:18:19Z,,,,,,3366.6
2026-07-06T20:18:19Z,,,,,,3368.6
2026-07-06T20:18:19Z,,,,,,3368.1
2026-07-06T20:18:19Z,51.555962,-0.071501,-17.9,6,1,3366.4
2026-07-06T20:18:19Z,,,,,,3364.5
2026-07-06T20:18:20Z,,,,,,3362.6
2026-07-06T20:18:20Z,,,,,,3359.7
2026-07-06T20:18:20Z,,,,,,3355.6
2026-07-06T20:18:20Z,,,,,,3350.4
2026-07-06T20:18:20Z,,,,,,3344.1
2026-07-06T20:18:20Z,,,,,,3337.2
2026-07-06T20:18:20Z,,,,,,3329.8
2026-07-06T20:18:20Z,,,,,,3321.8
2026-07-06T20:18:20Z,51.555969,-0.071491,-14.5,6,1,3312.4
2026-07-06T20:18:20Z,,,,,,3302.4
2026-07-06T20:18:21Z,,,,,,3293.7
2026-07-06T20:18:21Z,,,,,,3284.8
2026-07-06T20:18:21Z,,,,,,3276.3
2026-07-06T20:18:21Z,,,,,,3268.7
2026-07-06T20:18:21Z,,,,,,3262.7
2026-07-06T20:18:21Z,,,,,,3256.9
2026-07-06T20:18:21Z,,,,,,3250.4
2026-07-06T20:18:21Z,,,,,,3244.7
2026-07-06T20:18:21Z,51.555969,-0.071479,-13.6,6,1,3240.6
2026-07-06T20:18:21Z,,,,,,3236.1
2026-07-06T20:18:22Z,,,,,,3230.5
2026-07-06T20:18:22Z,,,,,,3225.3
2026-07-06T20:18:22Z,,,,,,3219.6
2026-07-06T20:18:22Z,,,,,,3214.6
2026-07-06T20:18:22Z,,,,,,3211.3
2026-07-06T20:18:22Z,,,,,,3208.7
2026-07-06T20:18:22Z,,,,,,3207.7
2026-07-06T20:18:22Z,,,,,,3208.5
2026-07-06T20:18:22Z,51.555969,-0.071471,-12.5,6,1,3209.5
2026-07-06T20:18:22Z,,,,,,3210.3
2026-07-06T20:18:23Z,,,,,,3211.2
2026-07-06T20:18:23Z,,,,,,3211.8
2026-07-06T20:18:23Z,,,,,,3211.6
2026-07-06T20:18:23Z,,,,,,3210.5
2026-07-06T20:18:23Z,,,,,,3208.1
2026-07-06T20:18:23Z,,,,,,3205.1
2026-07-06T20:18:23Z,,,,,,3202.1
2026-07-06T20:18:23Z,,,,,,3198.8
2026-07-06T20:18:23Z,51.555969,-0.071463,-11.4,6,1,3196.1
2026-07-06T20:18:23Z,,,,,,3193.4
2026-07-06T20:18:24Z,,,,,,3191.3
2026-07-06T20:18:24Z,,,,,,3190.8
2026-07-06T20:18:24Z,,,,,,3191.5
2026-07-06T20:18:24Z,,,,,,3194.0
2026-07-06T20:18:24Z,,,,,,3201.0
2026-07-06T20:18:24Z,,,,,,3212.8
2026-07-06T20:18:24Z,,,,,,3227.6
2026-07-06T20:18:24Z,,,,,,3245.9
2026-07-06T20:18:24Z,51.555969,-0.071463,-10.8,6,1,3263.6
2026-07-06T20:18:24Z,,,,,,3275.1
2026-07-06T20:18:25Z,,,,,,3289.1
2026-07-06T20:18:25Z,,,,,,3307.2
2026-07-06T20:18:25Z,,,,,,3319.7
2026-07-06T20:18:25Z,,,,,,3330.8
2026-07-06T20:18:25Z,,,,,,3345.3
2026-07-06T20:18:25Z,,,,,,3359.3
2026-07-06T20:18:25Z,,,,,,3368.3
2026-07-06T20:18:25Z,,,,,,3373.6
2026-07-06T20:18:25Z,51.555973,-0.071469,-9.9,6,1,3379.0
2026-07-06T20:18:25Z,,,,,,3385.3
2026-07-06T20:18:26Z,,,,,,3394.1
2026-07-06T20:18:26Z,,,,,,3401.2
2026-07-06T20:18:26Z,,,,,,3401.3
2026-07-06T20:18:26Z,,,,,,3396.8
2026-07-06T20:18:26Z,,,,,,3390.3
2026-07-06T20:18:26Z,,,,,,3381.9
2026-07-06T20:18:26Z,,,,,,3373.0
2026-07-06T20:18:26Z,,,,,,3364.7
2026-07-06T20:18:26Z,51.555981,-0.071475,-8.9,6,1,3355.4
2026-07-06T20:18:26Z,,,,,,3344.9
2026-07-06T20:18:27Z,,,,,,3332.3
2026-07-06T20:18:27Z,,,,,,3319.9
2026-07-06T20:18:27Z,,,,,,3313.0
2026-07-06T20:18:27Z,,,,,,3309.9
2026-07-06T20:18:27Z,,,,,,3308.4
2026-07-06T20:18:27Z,,,,,,3308.7
2026-07-06T20:18:27Z,,,,,,3309.7
2026-07-06T20:18:27Z,,,,,,3311.7
2026-07-06T20:18:27Z,51.555988,-0.071489,-8.2,6,1,3316.8
2026-07-06T20:18:27Z,,,,,,3323.0
2026-07-06T20:18:28Z,,,,,,3326.7
2026-07-06T20:18:28Z,,,,,,3328.2
2026-07-06T20:18:28Z,,,,,,3328.2
2026-07-06T20:18:28Z,,,,,,3323.6
2026-07-06T20:18:28Z,,,,,,3318.1
2026-07-06T20:18:28Z,,,,,,3316.0
2026-07-06T20:18:28Z,,,,,,3315.2
2026-07-06T20:18:28Z,,,,,,3315.4
2026-07-06T20:18:28Z,51.556000,-0.071500,-8.0,6,1,3317.5
2026-07-06T20:18:28Z,,,,,,3321.1
2026-07-06T20:18:29Z,,,,,,3325.1
2026-07-06T20:18:29Z,,,,,,3331.2
2026-07-06T20:18:29Z,,,,,,3337.8
2026-07-06T20:18:29Z,,,,,,3340.9
2026-07-06T20:18:29Z,,,,,,3341.4
2026-07-06T20:18:29Z,,,,,,3340.9
2026-07-06T20:18:29Z,,,,,,3339.3
2026-07-06T20:18:29Z,,,,,,3336.0
2026-07-06T20:18:29Z,51.556011,-0.071507,-6.5,6,1,3332.2
2026-07-06T20:18:29Z,,,,,,3329.1
2026-07-06T20:18:30Z,,,,,,3323.4
2026-07-06T20:18:30Z,,,,,,3315.4
2026-07-06T20:18:30Z,,,,,,3307.6
2026-07-06T20:18:30Z,,,,,,3301.2
2026-07-06T20:18:30Z,,,,,,3293.5
2026-07-06T20:18:30Z,,,,,,3284.9
2026-07-06T20:18:30Z,,,,,,3277.4
2026-07-06T20:18:30Z,,,,,,3269.6
2026-07-06T20:18:30Z,51.556023,-0.071505,-4.5,6,1,3262.6
2026-07-06T20:18:30Z,,,,,,3258.1
2026-07-06T20:18:31Z,,,,,,3254.2
2026-07-06T20:18:31Z,,,,,,3249.6
