timestamp,tick,gsr_raw
2026-06-30T23:26:43Z,3,5973.6
2026-06-30T23:26:43Z,4,6010.2
2026-06-30T23:26:43Z,5,6029.6
2026-06-30T23:26:43Z,6,6035.6
2026-06-30T23:26:43Z,7,6048.0
2026-06-30T23:26:43Z,8,6057.3
2026-06-30T23:26:43Z,9,6062.2
2026-06-30T23:26:43Z,0,6066.8
2026-06-30T23:26:43Z,1,6062.3
2026-06-30T23:26:43Z,2,6048.8
2026-06-30T23:26:44Z,3,6020.3
2026-06-30T23:26:44Z,4,5991.7
2026-06-30T23:26:44Z,5,5977.3
2026-06-30T23:26:44Z,6,5959.8
2026-06-30T23:26:44Z,7,5942.2
2026-06-30T23:26:44Z,8,5925.1
2026-06-30T23:26:44Z,9,5907.1
2026-06-30T23:26:44Z,0,5884.1
2026-06-30T23:26:44Z,1,5853.3
2026-06-30T23:26:44Z,2,5833.0
2026-06-30T23:26:45Z,3,5818.2
2026-06-30T23:26:45Z,4,5805.3
2026-06-30T23:26:45Z,5,5799.2
2026-06-30T23:26:45Z,6,5794.2
2026-06-30T23:26:45Z,7,5789.2
2026-06-30T23:26:45Z,8,5776.0
2026-06-30T23:26:45Z,9,5766.9
2026-06-30T23:26:45Z,0,5767.7
2026-06-30T23:26:45Z,1,5768.4
2026-06-30T23:26:45Z,2,5772.7
2026-06-30T23:26:46Z,3,5782.0
2026-06-30T23:26:46Z,4,5793.4
2026-06-30T23:26:46Z,5,5806.0
2026-06-30T23:26:46Z,6,5820.5
2026-06-30T23:26:46Z,7,5852.4
2026-06-30T23:26:46Z,8,5902.7
2026-06-30T23:26:46Z,9,5960.3
2026-06-30T23:26:46Z,0,6022.1
2026-06-30T23:26:46Z,1,6082.3
2026-06-30T23:26:46Z,2,6131.1
2026-06-30T23:26:47Z,3,6159.3
2026-06-30T23:26:47Z,4,6166.9
2026-06-30T23:26:47Z,5,6174.8
2026-06-30T23:26:47Z,6,6180.5
2026-06-30T23:26:47Z,7,6183.6
2026-06-30T23:26:47Z,8,6178.4
2026-06-30T23:26:47Z,9,6164.5
2026-06-30T23:26:47Z,0,6145.1
2026-06-30T23:26:47Z,1,6113.8
2026-06-30T23:26:47Z,2,6072.1
2026-06-30T23:26:48Z,3,6040.0
2026-06-30T23:26:48Z,4,6013.1
2026-06-30T23:26:48Z,5,5985.9
2026-06-30T23:26:48Z,6,5964.1
2026-06-30T23:26:48Z,7,5943.6
2026-06-30T23:26:48Z,8,5923.4
2026-06-30T23:26:48Z,9,5895.6
2026-06-30T23:26:48Z,0,5862.9
2026-06-30T23:26:48Z,1,5841.2
2026-06-30T23:26:48Z,2,5824.6
2026-06-30T23:26:49Z,3,5806.1
2026-06-30T23:26:49Z,4,5792.2
2026-06-30T23:26:49Z,5,5778.6
2026-06-30T23:26:49Z,6,5763.9
2026-06-30T23:26:49Z,7,5744.9
2026-06-30T23:26:49Z,8,5729.0
2026-06-30T23:26:49Z,9,5727.6
2026-06-30T23:26:49Z,0,5734.4
2026-06-30T23:26:49Z,1,5743.7
2026-06-30T23:26:49Z,2,5761.2
2026-06-30T23:26:50Z,3,5781.2
2026-06-30T23:26:50Z,4,5798.1
2026-06-30T23:26:50Z,5,5804.2
2026-06-30T23:26:50Z,6,5812.4
2026-06-30T23:26:50Z,7,5825.4
2026-06-30T23:26:50Z,8,5832.6
2026-06-30T23:26:50Z,9,5836.5
2026-06-30T23:26:50Z,0,5837.8
2026-06-30T23:26:50Z,1,5834.8
2026-06-30T23:26:50Z,2,5821.9
2026-06-30T23:26:51Z,3,5798.5
2026-06-30T23:26:51Z,4,5783.0
2026-06-30T23:26:51Z,5,5769.1
2026-06-30T23:26:51Z,6,5754.5
2026-06-30T23:26:51Z,7,5741.1
2026-06-30T23:26:51Z,8,5729.4
2026-06-30T23:26:51Z,9,5716.5
2026-06-30T23:26:51Z,0,5697.1
2026-06-30T23:26:51Z,1,5678.9
2026-06-30T23:26:51Z,2,5669.1
2026-06-30T23:26:52Z,3,5659.2
2026-06-30T23:26:52Z,4,5650.9
2026-06-30T23:26:52Z,5,5646.0
2026-06-30T23:26:52Z,6,5641.9
2026-06-30T23:26:52Z,7,5634.9
2026-06-30T23:26:52Z,8,5623.9
2026-06-30T23:26:52Z,9,5619.1
2026-06-30T23:26:52Z,0,5619.6
2026-06-30T23:26:52Z,1,5618.5
2026-06-30T23:26:52Z,2,5621.7
2026-06-30T23:26:53Z,3,5630.3
2026-06-30T23:26:53Z,4,5641.9
2026-06-30T23:26:53Z,5,5650.8
2026-06-30T23:26:53Z,6,5664.8
2026-06-30T23:26:53Z,7,5692.3
2026-06-30T23:26:53Z,8,5727.3
2026-06-30T23:26:53Z,9,5766.8
2026-06-30T23:26:53Z,0,5807.5
2026-06-30T23:26:53Z,1,5849.4
2026-06-30T23:26:53Z,2,5880.4
2026-06-30T23:26:54Z,3,5906.9
2026-06-30T23:26:54Z,4,5947.9
2026-06-30T23:26:54Z,5,5989.3
2026-06-30T23:26:54Z,6,6027.9
2026-06-30T23:26:54Z,7,6067.8
2026-06-30T23:26:54Z,8,6104.1
2026-06-30T23:26:54Z,9,6124.0
2026-06-30T23:26:54Z,0,6130.7
2026-06-30T23:26:54Z,1,6139.1
2026-06-30T23:26:54Z,2,6143.4
2026-06-30T23:26:55Z,3,6140.8
2026-06-30T23:26:55Z,4,6136.1
2026-06-30T23:26:55Z,5,6126.2
2026-06-30T23:26:55Z,6,6102.6
2026-06-30T23:26:55Z,7,6066.0
