# RecordingStartTime:1785503000
timestamp,lat,lon,hdop,pdop,sats,fix_type,speed_kts,course_deg,gsr_raw,hacc_m,rssi_815,rssi_868,rssi_915
100.00,55.9538398,-3.1914758,2.7,15.5,11,3,3.04,244.9,9000.1,3.5,-74.5,-102.0,-101.5
100.10,55.9538395,-3.1914795,2.9,18.9,11,3,3.64,242.6,8974.2,3.5,-74.5,-102.0,-101.5
100.20,55.9538397,-3.1914825,2.9,18.9,6,3,3.31,242.6,8946.7,3.5,-74.5,-102.0,-101.5
100.30,55.9538425,-3.1914850,2.9,18.9,11,3,2.33,246.2,8952.8,3.5,-76.5,-102.0,-101.5
100.40,55.9538427,-3.1914870,2.9,18.9,11,3,2.57,245.9,8977.1,3.5,-76.5,-102.0,-101.5
100.50,55.9538427,-3.1914870,2.9,18.9,11,3,2.57,245.9,8967.2,3.5,-76.5,-102.0,-101.5
100.60,55.9538430,-3.1914900,2.9,18.9,11,3,3.02,246.8,8939.0,3.5,-74.5,-102.0,-101.5
100.70,55.9538440,-3.1914963,2.9,18.9,6,3,3.70,248.6,8894.5,3.5,-74.5,-102.0,-101.5
100.80,55.9538468,-3.1914988,2.9,18.9,11,3,2.75,252.3,8903.5,3.5,-74.5,-102.0,-101.5
100.90,55.9538450,-3.1915000,2.9,18.9,11,3,3.10,246.3,8926.1,3.5,-74.5,-102.0,-101.5
101.00,55.9538472,-3.1915027,2.9,18.9,11,3,2.73,247.3,8941.7,3.5,-74.5,-102.0,-101.5
101.10,55.9538478,-3.1915055,2.9,18.9,11,3,2.78,249.9,8914.3,3.5,-68.0,-102.0,-101.5
101.20,55.9538497,-3.1915095,2.9,18.9,6,3,3.53,255.5,8870.9,3.5,-68.0,-102.0,-101.5
101.30,55.9538498,-3.1915132,2.9,18.9,6,3,4.05,256.2,8837.3,3.5,-68.0,-102.0,-101.5
101.40,55.9538495,-3.1915148,2.9,18.9,11,3,3.07,253.4,8834.7,3.5,-68.0,-102.0,-101.5
101.50,55.9538495,-3.1915148,2.9,18.9,11,3,3.07,253.4,8855.8,3.5,-68.0,-102.0,-101.5
101.60,55.9538455,-3.1915167,2.9,18.9,6,3,3.40,226.6,8817.9,3.5,-68.0,-102.0,-101.5
101.70,55.9538453,-3.1915207,2.9,18.9,6,3,3.92,228.0,8760.5,3.5,-68.0,-102.0,-101.5
101.80,55.9538457,-3.1915243,2.9,18.9,11,3,3.67,230.9,8720.7,3.5,-68.0,-102.0,-101.5
101.90,55.9538485,-3.1915290,2.9,18.9,11,3,3.01,238.0,8703.2,3.5,-68.0,-102.0,-101.5
102.00,55.9538470,-3.1915307,2.9,18.9,11,3,2.44,238.4,8728.7,3.5,-68.0,-102.0,-101.5
102.10,55.9538467,-3.1915335,2.9,18.9,11,3,2.77,238.8,8727.1,3.5,-68.0,-102.0,-101.5
102.20,55.9538490,-3.1915380,2.9,18.9,6,3,2.97,244.0,8697.3,3.5,-60.5,-102.0,-101.5
102.30,55.9538488,-3.1915413,2.9,18.9,11,3,2.82,245.4,8657.5,3.5,-60.5,-102.0,-101.5
102.40,55.9538500,-3.1915468,2.9,18.9,11,3,3.29,252.1,8635.3,3.5,-60.5,-102.0,-101.5
